time, temperature((0)(15))
2.24e-05, 1000
2.25e-05, 1000
2.26e-05, 1000
2.27e-05, 1000
2.28e-05, 1000
2.29e-05, 1000
2.3e-05, 1000
2.31e-05, 1000
2.32e-05, 1000
2.33e-05, 1000
2.34e-05, 1000
2.35e-05, 1000
2.36e-05, 1000
2.37e-05, 1000
2.38e-05, 1000
2.39e-05, 1000
2.4e-05, 1000
2.41e-05, 1000
2.42e-05, 1000
2.43e-05, 1000
2.44e-05, 1000
2.45e-05, 1000
2.46e-05, 1000
2.47e-05, 1000
2.48e-05, 1000
2.49e-05, 1000
2.5e-05, 1000
2.51e-05, 1000
2.52e-05, 1000
2.53e-05, 1000
2.54e-05, 1000
2.55e-05, 1000
2.56e-05, 1000
2.57e-05, 1000
2.58e-05, 1000
2.59e-05, 1000
2.6e-05, 1000
2.61e-05, 1000
2.62e-05, 1000
2.63e-05, 1000
2.64e-05, 1000
2.65e-05, 1000
2.66e-05, 1000
2.67e-05, 1000
2.68e-05, 1000
2.69e-05, 1000
2.7e-05, 1000
2.71e-05, 1000
2.72e-05, 1000
2.73e-05, 1000
2.74e-05, 1000
2.75e-05, 1000
2.76e-05, 1000
2.77e-05, 1000
2.78e-05, 1000
2.79e-05, 1000
2.8e-05, 1000
2.81e-05, 1000
2.82e-05, 1000
2.83e-05, 1000
2.84e-05, 1000
2.85e-05, 1000
2.86e-05, 1000
2.87e-05, 1000
2.88e-05, 1000
2.89e-05, 1000
2.9e-05, 1000
2.91e-05, 1000
2.92e-05, 1000
2.93e-05, 1000
2.94e-05, 1000
2.95e-05, 1000
2.96e-05, 1000
2.97e-05, 1000
2.98e-05, 1000
2.99e-05, 1000
3e-05, 1000
3.01e-05, 1000
3.02e-05, 1000
3.03e-05, 1000
3.04e-05, 1000
3.05e-05, 1000
3.06e-05, 1000
3.07e-05, 1000
3.08e-05, 1000
3.09e-05, 1000
3.1e-05, 1000
3.11e-05, 1000
3.12e-05, 1000
3.13e-05, 1000
3.14e-05, 1000
3.15e-05, 1000
3.16e-05, 1000
3.17e-05, 1000
3.18e-05, 1000
3.19e-05, 1000
3.2e-05, 1000
3.21e-05, 1000
3.22e-05, 1000
3.23e-05, 1000
3.24e-05, 1000
3.25e-05, 1000
3.26e-05, 1000
3.27e-05, 1000
3.28e-05, 1000
3.29e-05, 1000
3.3e-05, 1000
3.31e-05, 1000
3.32e-05, 1000
3.33e-05, 1000
3.34e-05, 1000
3.35e-05, 1000
3.36e-05, 1000
3.37e-05, 1000
3.38e-05, 1000
3.39e-05, 1000
3.4e-05, 1000
3.41e-05, 1000
3.42e-05, 1000
3.43e-05, 1000
3.44e-05, 1000
3.45e-05, 1000
3.46e-05, 1000
3.47e-05, 1000
3.48e-05, 1000
3.49e-05, 1000
3.5e-05, 1000
3.51e-05, 1000
3.52e-05, 1000
3.53e-05, 1000
3.54e-05, 1000
3.55e-05, 1000
3.56e-05, 1000
3.57e-05, 1000
3.58e-05, 1000
3.59e-05, 1000
3.6e-05, 1000
3.61e-05, 1000
3.62e-05, 1000
3.63e-05, 1000
3.64e-05, 1000
3.65e-05, 1000
3.66e-05, 1000
3.67e-05, 1000
3.68e-05, 1000
3.69e-05, 1000
3.7e-05, 1000
3.71e-05, 1000
3.72e-05, 1000
3.73e-05, 1000
3.74e-05, 1000
3.75e-05, 1000
3.76e-05, 1000
3.77e-05, 1000
3.78e-05, 1000
3.79e-05, 1000
3.8e-05, 1000
3.81e-05, 1000
3.82e-05, 1000
3.83e-05, 1000
3.84e-05, 1000
3.85e-05, 1000
3.86e-05, 1000
3.87e-05, 1000
3.88e-05, 1000
3.89e-05, 1000
3.9e-05, 1000
3.91e-05, 1000
3.92e-05, 1000
3.93e-05, 1000
3.94e-05, 1000
3.95e-05, 1000
3.96e-05, 1000
3.97e-05, 1000
3.98e-05, 1000
3.99e-05, 1000
4e-05, 1000
4.01e-05, 1000
4.02e-05, 1000
4.03e-05, 1000
4.04e-05, 1000
4.05e-05, 1000
4.06e-05, 1000
4.07e-05, 1000
4.08e-05, 1000
4.09e-05, 1000
4.1e-05, 1000
4.11e-05, 1000
4.12e-05, 1000
4.13e-05, 1000
4.14e-05, 1000
4.15e-05, 1000
4.16e-05, 1000
4.17e-05, 1000
4.18e-05, 1000
4.19e-05, 1000
4.2e-05, 1000
4.21e-05, 1000
4.22e-05, 1000
4.23e-05, 1000
4.24e-05, 1000
4.25e-05, 1000
4.26e-05, 1000
4.27e-05, 1000
4.28e-05, 1000
4.29e-05, 1000
4.3e-05, 1000
4.31e-05, 1000
4.32e-05, 1000
4.33e-05, 1000
4.34e-05, 1000
4.35e-05, 1000
4.36e-05, 1000
4.37e-05, 1000
4.38e-05, 1000
4.39e-05, 1000
4.4e-05, 1000
4.41e-05, 1000
4.42e-05, 1000
4.43e-05, 1000
4.44e-05, 1000
4.45e-05, 1000
4.46e-05, 1000
4.47e-05, 1000
4.48e-05, 1000
4.49e-05, 1000
4.5e-05, 1000
4.51e-05, 1000
4.52e-05, 1000
4.53e-05, 1000
4.54e-05, 1000
4.55e-05, 1000
4.56e-05, 1000
4.57e-05, 1000
4.58e-05, 1000
4.59e-05, 1000
4.6e-05, 1000
4.61e-05, 1000
4.62e-05, 1000
4.63e-05, 1000
4.64e-05, 1000
4.65e-05, 1000
4.66e-05, 1000
4.67e-05, 1000
4.68e-05, 1000
4.69e-05, 1000
4.7e-05, 1000
4.71e-05, 1000
4.72e-05, 1000
4.73e-05, 1000
4.74e-05, 1000
4.75e-05, 1000
4.76e-05, 1000
4.77e-05, 1000
4.78e-05, 1000
4.79e-05, 1000
4.8e-05, 1000
4.81e-05, 1000
4.82e-05, 1000
4.83e-05, 1000
4.84e-05, 1000
4.85e-05, 1000
4.86e-05, 1000
4.87e-05, 1000
4.88e-05, 1000
4.89e-05, 1000
4.9e-05, 1000
4.91e-05, 1000
4.92e-05, 1000
4.93e-05, 1000
4.94e-05, 1000
4.95e-05, 1000
4.96e-05, 1000
4.97e-05, 1000
4.98e-05, 1000
4.99e-05, 1000
5e-05, 1000
5.01e-05, 1000
5.02e-05, 1000
5.03e-05, 1000
5.04e-05, 1000
5.05e-05, 1000
5.06e-05, 1000
5.07e-05, 1000
5.08e-05, 1000
5.09e-05, 1000
5.1e-05, 1000
5.11e-05, 1000
5.12e-05, 1000
5.13e-05, 1000
5.14e-05, 1000
5.15e-05, 1000
5.16e-05, 1000
5.17e-05, 1000
5.18e-05, 1000
5.19e-05, 1000
5.2e-05, 1000
5.21e-05, 1000
5.22e-05, 1000
5.23e-05, 1000
5.24e-05, 1000
5.25e-05, 1000
5.26e-05, 1000
5.27e-05, 1000
5.28e-05, 1000
5.29e-05, 1000
5.3e-05, 1000
5.31e-05, 1000
5.32e-05, 1000
5.33e-05, 1000
5.34e-05, 1000
5.35e-05, 1000
5.36e-05, 1000
5.37e-05, 1000
5.38e-05, 1000
5.39e-05, 1000
5.4e-05, 1000
5.41e-05, 1000
5.42e-05, 1000
5.43e-05, 1000
5.44e-05, 1000
5.45e-05, 1000
5.46e-05, 1000
5.47e-05, 1000
5.48e-05, 1000
5.49e-05, 1000
5.5e-05, 1000
5.51e-05, 1000
5.52e-05, 1000
5.53e-05, 1000
5.54e-05, 1000
5.55e-05, 1000
5.56e-05, 1000
5.57e-05, 1000
5.58e-05, 1000
5.59e-05, 1000
5.6e-05, 1000
5.61e-05, 1000
5.62e-05, 1000
5.63e-05, 1000
5.64e-05, 1000
5.65e-05, 1000
5.66e-05, 1000
5.67e-05, 1000
5.68e-05, 1000
5.69e-05, 1000
5.7e-05, 1000
5.71e-05, 1000
5.72e-05, 1000
5.73e-05, 1000
5.74e-05, 1000
5.75e-05, 1000
5.76e-05, 1000
5.77e-05, 1000
5.78e-05, 1000
5.79e-05, 1000
5.8e-05, 1000
5.81e-05, 1000
5.82e-05, 1000
5.83e-05, 1000
5.84e-05, 1000
5.85e-05, 1000
5.86e-05, 1000
5.87e-05, 1000
5.88e-05, 1000
5.89e-05, 1000
5.9e-05, 1000
5.91e-05, 1000
5.92e-05, 1000
5.93e-05, 1000
5.94e-05, 1000
5.95e-05, 1000
5.96e-05, 1000
5.97e-05, 1000
5.98e-05, 1000
5.99e-05, 1000
6e-05, 1000
6.01e-05, 1000
6.02e-05, 1000
6.03e-05, 1000
6.04e-05, 1000
6.05e-05, 1000
6.06e-05, 1000
6.07e-05, 1000
6.08e-05, 1000
6.09e-05, 1000
6.1e-05, 1000
6.11e-05, 1000
6.12e-05, 1000
6.13e-05, 1000
6.14e-05, 1000
6.15e-05, 1000
6.16e-05, 1000
6.17e-05, 1000
6.18e-05, 1000
6.19e-05, 1000
6.2e-05, 1000
6.21e-05, 1000
6.22e-05, 1000
6.23e-05, 1000
6.24e-05, 1000
6.25e-05, 1000
6.26e-05, 1000
6.27e-05, 1000
6.28e-05, 1000
6.29e-05, 1000
6.3e-05, 1000
6.31e-05, 1000
6.32e-05, 1000
6.33e-05, 1000
6.34e-05, 1000
6.35e-05, 1000
6.36e-05, 1000
6.37e-05, 1000
6.38e-05, 1000
6.39e-05, 1000
6.4e-05, 1000
6.41e-05, 1000
6.42e-05, 1000
6.43e-05, 1000
6.44e-05, 1000
6.45e-05, 1000
6.46e-05, 1000
6.47e-05, 1000
6.48e-05, 1000
6.49e-05, 1000
6.5e-05, 1000
6.51e-05, 1000
6.52e-05, 1000
6.53e-05, 1000
6.54e-05, 1000
6.55e-05, 1000
6.56e-05, 1000
6.57e-05, 1000
6.58e-05, 1000
6.59e-05, 1000
6.6e-05, 1000
6.61e-05, 1000
6.62e-05, 1000
6.63e-05, 1000
6.64e-05, 1000
6.65e-05, 1000
6.66e-05, 1000
6.67e-05, 1000
6.68e-05, 1000
6.69e-05, 1000
6.7e-05, 1000
6.71e-05, 1000
6.72e-05, 1000
6.73e-05, 1000
6.74e-05, 1000
6.75e-05, 1000
6.76e-05, 1000
6.77e-05, 1000
6.78e-05, 1000
6.79e-05, 1000
6.8e-05, 1000
6.81e-05, 1000
6.82e-05, 1000
6.83e-05, 1000
6.84e-05, 1000
6.85e-05, 1000
6.86e-05, 1000
6.87e-05, 1000
6.88e-05, 1000
6.89e-05, 1000
6.9e-05, 1000
6.91e-05, 1000
6.92e-05, 1000
6.93e-05, 1000
6.94e-05, 1000
6.95e-05, 1000
6.96e-05, 1000
6.97e-05, 1000
6.98e-05, 1000
6.99e-05, 1000
7e-05, 1000
7.01e-05, 1000
7.02e-05, 1000
7.03e-05, 1000
7.04e-05, 1000
7.05e-05, 1000
7.06e-05, 1000
7.07e-05, 1000
7.08e-05, 1000
7.09e-05, 1000
7.1e-05, 1000
7.11e-05, 1000
7.12e-05, 1000
7.13e-05, 1000
7.14e-05, 1000
7.15e-05, 1000
7.16e-05, 1000
7.17e-05, 1000
7.18e-05, 1000
7.19e-05, 1000
7.2e-05, 1000
7.21e-05, 1000
7.22e-05, 1000
7.23e-05, 1000
7.24e-05, 1000
7.25e-05, 1000
7.26e-05, 1000
7.27e-05, 1000
7.28e-05, 1000
7.29e-05, 1000
7.3e-05, 1000
7.31e-05, 1000
7.32e-05, 1000
7.33e-05, 1000
7.34e-05, 1000
7.35e-05, 1000
7.36e-05, 1000
7.37e-05, 1000
7.38e-05, 1000
7.39e-05, 1000
7.4e-05, 1000
7.41e-05, 1000
7.42e-05, 1000
7.43e-05, 1000
7.44e-05, 1000
7.45e-05, 1000
7.46e-05, 1000
7.47e-05, 1000
7.48e-05, 1000
7.49e-05, 1000
7.5e-05, 1000
7.51e-05, 1000
7.52e-05, 1000
7.53e-05, 1000
7.54e-05, 1000
7.55e-05, 1000
7.56e-05, 1000
7.57e-05, 1000
7.58e-05, 1000
7.59e-05, 1000
7.6e-05, 1000
7.61e-05, 1000
7.62e-05, 1000
7.63e-05, 1000
7.64e-05, 1000
7.65e-05, 1000
7.66e-05, 1000
7.67e-05, 1000
7.68e-05, 1000
7.69e-05, 1000
7.7e-05, 1000
7.71e-05, 1000
7.72e-05, 1000
7.73e-05, 1000
7.74e-05, 1000
7.75e-05, 1000
7.76e-05, 1000
7.77e-05, 1000
7.78e-05, 1000
7.79e-05, 1000
7.8e-05, 1000
7.81e-05, 1000
7.82e-05, 1000
7.83e-05, 1000
7.84e-05, 1000
7.85e-05, 1000
7.86e-05, 1000
7.87e-05, 1000
7.88e-05, 1000
7.89e-05, 1000
7.9e-05, 1000
7.91e-05, 1000
7.92e-05, 1000
7.93e-05, 1000
7.94e-05, 1000
7.95e-05, 1000
7.96e-05, 1000
7.97e-05, 1000
7.98e-05, 1000
7.99e-05, 1000
8e-05, 1000
8.01e-05, 1000
8.02e-05, 1000
8.03e-05, 1000
8.04e-05, 1000
8.05e-05, 1000
8.06e-05, 1000
8.07e-05, 1000
8.08e-05, 1000
8.09e-05, 1000
8.1e-05, 1000
8.11e-05, 1000
8.12e-05, 1000
8.13e-05, 1000
8.14e-05, 1000
8.15e-05, 1000
8.16e-05, 1000
8.17e-05, 1000
8.18e-05, 1000
8.19e-05, 1000
8.2e-05, 1000
8.21e-05, 1000
8.22e-05, 1000
8.23e-05, 1000
8.24e-05, 1000
8.25e-05, 1000
8.26e-05, 1000
8.27e-05, 1000
8.28e-05, 1000
8.29e-05, 1000
8.3e-05, 1000
8.31e-05, 1000
8.32e-05, 1000
8.33e-05, 1000
8.34e-05, 1000
8.35e-05, 1000
8.36e-05, 1000
8.37e-05, 1000
8.38e-05, 1000
8.39e-05, 1000
8.4e-05, 1000
8.41e-05, 1000
8.42e-05, 1000
8.43e-05, 1000
8.44e-05, 1000
8.45e-05, 1000
8.46e-05, 1000
8.47e-05, 1000
8.48e-05, 1000
8.49e-05, 1000
8.5e-05, 1000
8.51e-05, 1000
8.52e-05, 1000
8.53e-05, 1000
8.54e-05, 1000
8.55e-05, 1000
8.56e-05, 1000
8.57e-05, 1000
8.58e-05, 1000
8.59e-05, 1000
8.6e-05, 1000
8.61e-05, 1000
8.62e-05, 1000
8.63e-05, 1000
8.64e-05, 1000
8.65e-05, 1000
8.66e-05, 1000
8.67e-05, 1000
8.68e-05, 1000
8.69e-05, 1000
8.7e-05, 1000
8.71e-05, 1000
8.72e-05, 1000
8.73e-05, 1000
8.74e-05, 1000
8.75e-05, 1000
8.76e-05, 1000
8.77e-05, 1000
8.78e-05, 1000
8.79e-05, 1000
8.8e-05, 1000
8.81e-05, 1000
8.82e-05, 1000
8.83e-05, 1000
8.84e-05, 1000
8.85e-05, 1000
8.86e-05, 1000
8.87e-05, 1000
8.88e-05, 1000
8.89e-05, 1000
8.9e-05, 1000
8.91e-05, 1000
8.92e-05, 1000
8.93e-05, 1000
8.94e-05, 1000
8.95e-05, 1000
8.96e-05, 1000
8.97e-05, 1000
8.98e-05, 1000
8.99e-05, 1000
9e-05, 1000
9.01e-05, 1000
9.02e-05, 1000
9.03e-05, 1000
9.04e-05, 1000
9.05e-05, 1000
9.06e-05, 1000
9.07e-05, 1000
9.08e-05, 1000
9.09e-05, 1000
9.1e-05, 1000
9.11e-05, 1000
9.12e-05, 1000
9.13e-05, 1000
9.14e-05, 1000
9.15e-05, 1000
9.16e-05, 1000
9.17e-05, 1000
9.18e-05, 1000
9.19e-05, 1000
9.2e-05, 1000
9.21e-05, 1000
9.22e-05, 1000
9.23e-05, 1000
9.24e-05, 1000
9.25e-05, 1000
9.26e-05, 1000
9.27e-05, 1000
9.28e-05, 1000
9.29e-05, 1000
9.3e-05, 1000
9.31e-05, 1000
9.32e-05, 1000
9.33e-05, 1000
9.34e-05, 1000
9.35e-05, 1000
9.36e-05, 1000
9.37e-05, 1000
9.38e-05, 1000
9.39e-05, 1000
9.4e-05, 1000
9.41e-05, 1000
9.42e-05, 1000
9.43e-05, 1000
9.44e-05, 1000
9.45e-05, 1000
9.46e-05, 1000
9.47e-05, 1000
9.48e-05, 1000
9.49e-05, 1000
9.5e-05, 1000
9.51e-05, 1000
9.52e-05, 1000
9.53e-05, 1000
9.54e-05, 1000
9.55e-05, 1000
9.56e-05, 1000
9.57e-05, 1000
9.58e-05, 1000
9.59e-05, 1000
9.6e-05, 1000
9.61e-05, 1000
9.62e-05, 1000
9.63e-05, 1000
9.64e-05, 1000
9.65e-05, 1000
9.66e-05, 1000
9.67e-05, 1000
9.68e-05, 1000
9.69e-05, 1000
9.7e-05, 1000
9.71e-05, 1000
9.72e-05, 1000
9.73e-05, 1000
9.74e-05, 1000
9.75e-05, 1000
9.76e-05, 1000
9.77e-05, 1000
9.78e-05, 1000
9.79e-05, 1000
9.8e-05, 1000
9.81e-05, 1000
9.82e-05, 1000
9.83e-05, 1000
9.84e-05, 1000
9.85e-05, 1000
9.86e-05, 1000
9.87e-05, 1000
9.88e-05, 1000
9.89e-05, 1000
9.9e-05, 1000
9.91e-05, 1000
9.92e-05, 1000
9.93e-05, 1000
9.94e-05, 1000
9.95e-05, 1000
9.96e-05, 1000
9.97e-05, 1000
9.98e-05, 1000
9.99e-05, 1000
0.0001, 1000
0.0001001, 1000
0.0001002, 1000
0.0001003, 1000
0.0001004, 1000
0.0001005, 1000
0.0001006, 1000
0.0001007, 1000
0.0001008, 1000
0.0001009, 1000
0.000101, 1000
0.0001011, 1000
0.0001012, 1000
0.0001013, 1000
0.0001014, 1000
0.0001015, 1000
0.0001016, 1000
0.0001017, 1000
0.0001018, 1000
0.0001019, 1000
0.000102, 1000
0.0001021, 1000
0.0001022, 1000
0.0001023, 1000
0.0001024, 1000
0.0001025, 1000
0.0001026, 1000
0.0001027, 1000
0.0001028, 1000
0.0001029, 1000
0.000103, 1000
0.0001031, 1000
0.0001032, 1000
0.0001033, 1000
0.0001034, 1000
0.0001035, 1000
0.0001036, 1000
0.0001037, 1000
0.0001038, 1000
0.0001039, 1000
0.000104, 1000
0.0001041, 1000
0.0001042, 1000
0.0001043, 1000
0.0001044, 1000
0.0001045, 1000
0.0001046, 1000.01
0.0001047, 1000.01
0.0001048, 1000.01
0.0001049, 1000.01
0.000105, 1000.01
0.0001051, 1000.01
0.0001052, 1000.01
0.0001053, 1000.01
0.0001054, 1000.01
0.0001055, 1000.01
0.0001056, 1000.01
0.0001057, 1000.01
0.0001058, 1000.01
0.0001059, 1000.01
0.000106, 1000.01
0.0001061, 1000.01
0.0001062, 1000.01
0.0001063, 1000.01
0.0001064, 1000.01
0.0001065, 1000.01
0.0001066, 1000.01
0.0001067, 1000.01
0.0001068, 1000.01
0.0001069, 1000.01
0.000107, 1000.01
0.0001071, 1000.01
0.0001072, 1000.01
0.0001073, 1000.01
0.0001074, 1000.01
0.0001075, 1000.01
0.0001076, 1000.01
0.0001077, 1000.01
0.0001078, 1000.01
0.0001079, 1000.01
0.000108, 1000.01
0.0001081, 1000.01
0.0001082, 1000.01
0.0001083, 1000.01
0.0001084, 1000.01
0.0001085, 1000.01
0.0001086, 1000.01
0.0001087, 1000.01
0.0001088, 1000.01
0.0001089, 1000.01
0.000109, 1000.01
0.0001091, 1000.01
0.0001092, 1000.01
0.0001093, 1000.01
0.0001094, 1000.01
0.0001095, 1000.01
0.0001096, 1000.01
0.0001097, 1000.01
0.0001098, 1000.01
0.0001099, 1000.01
0.00011, 1000.01
0.0001101, 1000.01
0.0001102, 1000.01
0.0001103, 1000.01
0.0001104, 1000.01
0.0001105, 1000.01
0.0001106, 1000.01
0.0001107, 1000.01
0.0001108, 1000.01
0.0001109, 1000.01
0.000111, 1000.01
0.0001111, 1000.01
0.0001112, 1000.01
0.0001113, 1000.01
0.0001114, 1000.01
0.0001115, 1000.01
0.0001116, 1000.01
0.0001117, 1000.01
0.0001118, 1000.01
0.0001119, 1000.01
0.000112, 1000.01
0.0001121, 1000.01
0.0001122, 1000.01
0.0001123, 1000.01
0.0001124, 1000.01
0.0001125, 1000.01
0.0001126, 1000.01
0.0001127, 1000.01
0.0001128, 1000.01
0.0001129, 1000.01
0.000113, 1000.01
0.0001131, 1000.01
0.0001132, 1000.01
0.0001133, 1000.01
0.0001134, 1000.01
0.0001135, 1000.01
0.0001136, 1000.01
0.0001137, 1000.01
0.0001138, 1000.01
0.0001139, 1000.01
0.000114, 1000.01
0.0001141, 1000.01
0.0001142, 1000.01
0.0001143, 1000.01
0.0001144, 1000.01
0.0001145, 1000.01
0.0001146, 1000.01
0.0001147, 1000.01
0.0001148, 1000.01
0.0001149, 1000.01
0.000115, 1000.01
0.0001151, 1000.01
0.0001152, 1000.01
0.0001153, 1000.01
0.0001154, 1000.01
0.0001155, 1000.01
0.0001156, 1000.01
0.0001157, 1000.01
0.0001158, 1000.01
0.0001159, 1000.01
0.000116, 1000.01
0.0001161, 1000.01
0.0001162, 1000.01
0.0001163, 1000.01
0.0001164, 1000.01
0.0001165, 1000.01
0.0001166, 1000.01
0.0001167, 1000.01
0.0001168, 1000.01
0.0001169, 1000.01
0.000117, 1000.01
0.0001171, 1000.01
0.0001172, 1000.01
0.0001173, 1000.01
0.0001174, 1000.01
0.0001175, 1000.01
0.0001176, 1000.01
0.0001177, 1000.01
0.0001178, 1000.01
0.0001179, 1000.01
0.000118, 1000.02
0.0001181, 1000.02
0.0001182, 1000.02
0.0001183, 1000.02
0.0001184, 1000.02
0.0001185, 1000.02
0.0001186, 1000.02
0.0001187, 1000.02
0.0001188, 1000.02
0.0001189, 1000.02
0.000119, 1000.02
0.0001191, 1000.02
0.0001192, 1000.02
0.0001193, 1000.02
0.0001194, 1000.02
0.0001195, 1000.02
0.0001196, 1000.02
0.0001197, 1000.02
0.0001198, 1000.02
0.0001199, 1000.02
0.00012, 1000.02
0.0001201, 1000.02
0.0001202, 1000.02
0.0001203, 1000.02
0.0001204, 1000.02
0.0001205, 1000.02
0.0001206, 1000.02
0.0001207, 1000.02
0.0001208, 1000.02
0.0001209, 1000.02
0.000121, 1000.02
0.0001211, 1000.02
0.0001212, 1000.02
0.0001213, 1000.02
0.0001214, 1000.02
0.0001215, 1000.02
0.0001216, 1000.02
0.0001217, 1000.02
0.0001218, 1000.02
0.0001219, 1000.02
0.000122, 1000.02
0.0001221, 1000.02
0.0001222, 1000.02
0.0001223, 1000.02
0.0001224, 1000.02
0.0001225, 1000.02
0.0001226, 1000.02
0.0001227, 1000.02
0.0001228, 1000.02
0.0001229, 1000.02
0.000123, 1000.02
0.0001231, 1000.02
0.0001232, 1000.02
0.0001233, 1000.02
0.0001234, 1000.02
0.0001235, 1000.02
0.0001236, 1000.02
0.0001237, 1000.02
0.0001238, 1000.02
0.0001239, 1000.02
0.000124, 1000.02
0.0001241, 1000.02
0.0001242, 1000.03
0.0001243, 1000.03
0.0001244, 1000.03
0.0001245, 1000.03
0.0001246, 1000.03
0.0001247, 1000.03
0.0001248, 1000.03
0.0001249, 1000.03
0.000125, 1000.03
0.0001251, 1000.03
0.0001252, 1000.03
0.0001253, 1000.03
0.0001254, 1000.03
0.0001255, 1000.03
0.0001256, 1000.03
0.0001257, 1000.03
0.0001258, 1000.03
0.0001259, 1000.03
0.000126, 1000.03
0.0001261, 1000.03
0.0001262, 1000.03
